"","zipcode","estimate_households_under_10","estimate_households_10_15","estimate_households_15_25","estimate_households_25_35","estimate_households_35_45","estimate_households_50_75","estimate_households_75_100","estimate_households_100_150","estimate_households_150_200","estimate_households_over_200","median_income"
"282","01460","1.8","2.6","6.6","4.1","7.6","11.1","7.2","21.4","13.8","23.8","120638"
"283","01462","4.2","4.1","5.9","4.6","6.1","12.0","11.3","26.0","14.8","11.1","101510"
"284","01463","2.7","4.3","5.0","4.7","6.2","12.4","16.0","26.0","10.8","11.9","96750"
"285","01464","2.3","2.8","8.3","7.3","10.8","26.0","10.8","16.7","4.2","10.8","70542"
"286","01467","0.0","31.1","0.0","5.2","0.0","0.0","15.6","15.6","8.1","24.4","96806"
"287","01468","0.9","5.0","4.6","6.5","13.9","22.0","16.7","17.9","7.5","5.1","70438"
"288","01469","1.2","2.8","3.4","4.6","9.8","21.2","16.1","21.8","12.0","7.1","83602"
"289","01473","0.0","1.9","4.8","6.0","5.1","11.8","21.7","25.3","15.6","7.9","98714"
"290","01474","2.2","1.6","9.1","7.2","6.9","11.1","15.0","19.5","11.5","16.0","96750"
"291","01475","2.2","9.8","5.2","7.2","10.3","16.0","14.7","24.4","6.6","3.5","71895"
"292","01501","3.4","2.3","6.4","6.8","10.7","16.2","14.3","20.2","11.1","8.7","83441"
"293","01503","2.2","2.0","5.8","7.9","6.1","13.3","11.5","21.7","14.4","15.1","104063"
"294","01504","1.7","2.3","6.7","6.7","8.5","17.4","12.7","22.8","13.0","8.1","86513"
"295","01505","2.0","2.1","4.2","8.8","11.4","13.1","9.6","20.5","10.2","18.0","98520"
"296","01506","2.0","0.5","8.8","13.0","14.7","15.5","12.1","17.6","8.7","7.2","68125"
"297","01507","2.9","1.6","4.6","6.4","8.1","15.3","11.9","24.4","12.2","12.6","97805"
"298","01510","3.2","3.8","5.1","9.0","11.8","20.6","15.0","18.1","9.9","3.4","66094"
"299","01515","2.6","2.3","7.9","6.4","6.3","16.7","20.2","24.2","8.5","4.9","84444"
"300","01516","2.1","4.2","4.1","3.7","5.6","17.7","18.1","20.4","17.5","6.5","95567"
"301","01518","4.6","6.4","6.6","12.8","8.6","14.8","4.0","20.6","10.0","11.7","64732"
"302","01519","2.7","2.6","5.3","3.3","8.0","13.5","10.6","22.9","12.5","18.7","106644"
"303","01520","2.1","2.0","4.0","4.4","7.1","12.5","15.3","21.7","15.3","15.6","105772"
"304","01521","4.5","0.0","3.4","6.0","13.5","14.4","18.8","24.4","10.0","5.0","81680"
"305","01522","1.3","0.0","5.7","5.7","6.6","14.8","13.6","30.5","12.6","9.2","101089"
"306","01523","0.3","4.5","0.7","3.7","10.4","17.1","10.9","33.5","8.1","10.9","103857"
"307","01524","5.6","4.7","6.7","5.0","13.1","17.0","12.6","20.7","8.5","6.2","71645"
"308","01525","0.0","20.9","0.0","0.0","44.2","10.4","16.6","8.0","0.0","0.0","40888"
"309","01527","3.7","4.0","4.9","8.1","7.1","19.0","10.9","21.2","13.9","7.3","81804"
"310","01529","2.8","3.3","7.7","6.2","11.4","16.6","12.4","20.8","12.6","6.2","78704"
"311","01531","2.6","1.5","3.7","8.5","8.3","16.1","16.5","21.7","11.1","10.0","89167"
"312","01532","1.3","1.9","3.6","4.1","7.0","13.6","11.4","22.0","12.5","22.7","113608"
"313","01534","2.9","5.6","3.3","4.9","11.2","12.6","11.7","17.5","16.0","14.3","92181"
"314","01535","4.0","2.7","8.2","8.9","8.1","20.8","13.2","23.8","4.7","5.8","73599"
"315","01536","3.6","3.3","6.3","4.4","3.9","13.6","10.1","27.6","11.5","15.7","108175"
"316","01537","0.0","0.0","11.7","7.2","8.9","21.1","28.0","18.1","4.9","0.0","76389"
"317","01540","4.6","6.1","7.9","9.3","9.7","16.5","10.9","17.5","11.3","6.1","68750"
"318","01541","3.9","1.3","1.6","2.1","5.7","11.5","6.9","23.4","17.7","26.0","134191"
"319","01542","0.0","1.1","2.2","5.3","9.6","10.7","14.2","39.0","10.8","7.1","107806"
"320","01543","1.9","1.2","1.3","4.7","10.9","14.4","13.3","26.5","14.2","11.6","104050"
"321","01545","2.0","1.2","5.0","6.5","7.0","12.5","13.7","21.2","11.7","19.3","106108"
"322","01550","8.6","6.4","10.5","10.7","12.9","18.8","12.8","13.8","3.2","2.3","50787"
"323","01560","3.3","1.2","5.1","9.1","14.5","14.8","9.9","18.2","11.1","12.8","79583"
"324","01561","0.0","0.0","0.0","14.8","0.0","45.4","0.0","39.8","0.0","0.0","-"
"325","01562","5.2","5.2","8.6","7.9","5.1","19.4","15.3","24.6","6.7","2.1","71830"
"326","01564","1.5","0.9","2.5","7.2","8.5","15.9","10.5","18.5","13.3","21.1","107348"
"327","01566","2.5","2.1","3.9","3.9","9.5","16.8","11.0","23.8","14.1","12.4","100600"
"328","01568","2.3","2.3","1.7","7.4","6.4","5.3","12.9","19.8","16.0","25.9","123942"
"329","01569","2.7","1.9","7.0","5.3","7.1","14.0","11.1","23.2","16.7","10.9","101266"
"330","01570","3.0","4.9","11.3","10.9","13.9","17.0","16.0","14.5","5.1","3.6","57924"
"331","01571","3.8","3.7","8.9","8.6","8.3","20.6","9.7","18.6","10.9","6.9","67117"
"332","01581","2.9","1.9","3.7","5.8","5.9","14.5","11.9","18.0","12.9","22.6","108767"
"333","01583","3.3","3.7","6.0","4.1","11.3","18.5","11.3","16.4","14.0","11.4","79375"
"334","01585","3.3","3.1","5.6","10.6","12.5","19.2","15.2","17.7","7.6","5.2","68578"
"335","01588","4.1","3.9","5.2","11.5","8.3","16.4","16.6","18.8","6.7","8.3","75495"
"336","01590","1.2","4.1","2.7","6.7","5.3","12.6","14.6","21.2","13.5","18.2","102439"
"337","01602","7.2","4.7","8.4","9.1","11.9","16.3","12.6","15.7","8.2","5.9","61710"
"338","01603","14.3","7.1","13.0","10.6","13.9","14.7","9.9","11.2","2.4","2.8","38701"
"339","01604","9.5","5.8","11.8","8.8","11.7","17.2","11.5","15.5","4.5","3.7","53270"
"340","01605","12.6","10.4","14.8","8.7","12.9","15.5","8.7","11.5","2.6","2.3","37857"
"341","01606","5.0","3.5","9.6","8.9","10.5","18.4","16.3","16.0","7.2","4.5","66130"
"342","01607","6.9","8.2","12.5","12.7","11.8","21.2","9.9","12.0","2.7","2.0","46974"
"343","01608","23.8","8.4","18.3","13.3","17.4","10.3","3.6","0.9","4.1","0.0","24181"
"344","01609","12.1","8.6","13.1","7.2","13.6","11.3","6.4","14.8","5.2","7.8","44943"
"345","01610","14.6","9.8","14.4","12.7","16.4","14.7","8.6","5.5","1.7","1.4","34005"
"346","01611","1.9","0.0","4.7","9.6","8.8","17.9","14.9","22.0","11.5","8.7","92898"
"347","01612","0.6","1.5","6.9","2.5","9.4","12.9","16.4","13.3","18.9","17.8","99875"
"348","01701","3.5","2.2","3.4","6.3","7.5","11.6","10.1","23.3","14.3","18.0","111169"
"349","01702","7.7","6.2","8.4","9.3","11.8","17.0","13.8","14.1","6.8","4.9","57186"
"350","01718","8.8","0.0","0.0","0.0","0.0","0.0","19.5","14.9","40.6","16.1","164402"
"351","01719","2.5","2.1","3.8","2.6","9.8","15.5","11.8","13.5","15.3","23.1","108207"
"352","01720","2.2","4.2","3.5","3.7","4.5","9.5","7.7","20.5","12.5","31.5","137147"
"353","01721","2.1","2.2","6.2","2.9","7.1","13.5","8.7","19.0","17.8","20.5","121406"
"354","01730","2.1","2.0","2.5","3.8","6.7","11.2","12.9","14.6","12.3","31.9","129726"
"355","01731","0.0","0.0","0.0","11.9","11.2","11.7","17.8","25.9","14.6","6.8","97305"
"356","01740","0.6","2.2","2.7","2.7","5.2","9.7","7.7","17.1","16.4","35.6","155093"
"357","01741","2.5","0.4","4.6","3.8","6.2","4.0","5.0","13.8","14.6","45.0","171625"
"358","01742","3.4","2.0","2.4","3.1","4.4","10.5","7.2","19.7","13.1","34.0","141068"
"359","01745","0.0","0.0","3.8","4.8","3.3","13.8","9.0","43.8","9.5","11.9","125139"
"360","01746","1.1","1.2","4.7","3.5","5.4","10.2","11.4","21.1","16.5","24.8","125625"
"361","01747","4.9","2.5","5.9","6.9","3.4","12.5","6.1","34.3","12.3","11.1","107550"
"362","01748","2.0","1.5","1.3","2.1","6.4","9.0","7.7","15.2","15.1","39.7","166156"
"363","01749","1.8","2.3","6.8","7.2","9.1","15.8","13.8","20.6","12.7","9.9","87806"
"364","01752","2.7","2.4","7.0","6.8","12.0","16.5","12.8","20.2","10.5","9.2","79228"
"365","01754","4.2","2.2","6.6","5.9","9.1","9.7","11.8","23.2","12.6","14.6","101324"
"366","01756","1.3","0.5","2.4","3.4","4.3","8.9","15.0","19.2","21.7","23.3","132063"
"367","01757","3.7","3.8","6.8","6.2","10.4","15.1","15.9","21.6","10.0","6.5","82260"
"368","01760","2.5","1.4","6.1","6.1","6.5","11.8","10.7","18.6","14.3","22.0","109490"
"369","01770","2.1","0.0","3.2","2.6","3.8","6.6","4.4","19.2","12.5","45.6","180769"
"370","01772","2.6","2.1","2.8","4.0","3.9","7.2","11.0","17.4","15.9","33.1","147444"
"371","01773","3.8","1.6","7.4","4.1","4.0","9.8","7.8","16.1","8.7","36.8","137222"
"372","01775","1.9","1.4","2.0","3.8","5.9","13.0","7.7","15.5","21.2","27.5","145967"
"373","01776","1.8","0.6","3.3","3.6","3.3","6.5","8.2","12.3","18.9","41.6","176570"
"374","01778","2.6","1.5","3.7","3.3","3.9","6.6","6.6","17.0","11.4","43.4","174107"
"375","01801","2.7","2.1","6.6","5.5","7.9","16.7","14.7","23.7","10.8","9.4","88671"
"376","01803","2.9","1.0","5.7","4.6","8.1","11.8","13.6","19.8","14.2","18.3","105443"
"377","01810","3.0","1.7","3.4","3.1","5.1","10.7","8.3","15.0","16.4","33.3","148125"
"378","01821","2.4","2.0","3.4","4.8","9.9","12.4","11.9","27.4","15.6","10.3","103728"
"379","01824","2.0","2.3","3.4","4.4","8.1","10.6","11.2","21.0","18.7","18.3","119387"
"380","01826","3.1","3.6","6.6","6.3","9.5","13.9","13.3","21.8","13.7","8.3","88440"
"381","01827","1.5","0.0","3.3","2.2","7.5","10.7","9.3","21.8","17.0","26.7","131250"
"382","01830","6.2","6.0","9.1","7.2","10.6","19.7","13.3","14.9","7.1","5.8","62194"
"383","01832","4.6","5.4","10.4","7.5","12.7","14.0","12.4","18.3","9.5","5.2","66106"
"384","01833","1.3","3.5","2.5","2.9","7.3","13.0","10.2","21.5","18.4","19.5","128885"
"385","01834","3.7","1.3","7.6","3.6","8.7","15.6","10.8","25.5","8.8","14.5","97109"
"386","01835","3.0","1.4","6.5","8.2","9.7","21.1","15.9","20.9","7.2","6.1","75115"
"387","01840","21.4","15.2","19.1","5.3","8.3","13.7","6.8","6.5","1.2","2.6","22092"
"388","01841","11.0","9.7","12.1","11.6","14.2","20.3","9.1","8.1","2.3","1.5","40230"
"389","01843","10.8","5.2","8.1","14.0","12.4","15.9","12.7","14.8","4.6","1.4","49443"
"390","01844","4.2","3.6","7.6","6.9","11.2","16.6","12.1","19.0","10.5","8.3","74912"
"391","01845","2.9","3.3","5.5","6.5","6.1","10.9","10.2","18.4","13.3","22.8","109371"
"392","01850","9.1","4.5","15.0","8.6","15.5","16.5","10.6","13.8","4.2","2.3","48331"
"393","01851","6.3","5.0","10.3","8.5","14.6","16.5","14.9","14.7","5.0","4.1","57029"
"394","01852","9.0","9.9","10.4","6.7","10.5","15.7","13.8","13.5","6.7","3.8","54377"
"395","01854","12.9","11.3","10.9","9.2","8.2","16.3","11.7","13.5","3.5","2.6","42293"
"396","01860","0.9","3.2","7.5","7.6","10.2","16.1","11.5","13.9","14.4","14.7","83508"
"397","01862","4.2","0.8","6.1","7.5","4.6","14.2","13.3","25.9","13.9","9.6","97234"
"398","01863","2.9","4.5","8.5","7.4","7.9","13.0","8.4","22.5","11.6","13.3","88542"
"399","01864","0.8","1.8","2.8","2.7","4.2","16.1","11.9","19.5","17.0","23.2","126818"
"400","01867","2.0","1.8","6.3","2.8","8.4","10.5","12.1","18.1","15.4","22.6","112836"
"401","01876","3.8","3.2","5.2","4.4","6.3","13.4","15.2","24.4","13.6","10.4","97853"
"402","01879","1.9","1.8","7.3","3.3","6.2","11.9","12.7","22.4","17.0","15.7","109485"
"403","01880","3.2","2.4","5.9","4.9","8.3","16.0","11.7","20.7","12.1","15.0","95954"
"404","01886","2.0","1.2","3.8","4.9","4.3","9.2","9.4","19.4","18.0","27.9","141173"
"405","01887","2.5","0.9","5.2","2.4","5.7","11.4","12.7","26.2","15.4","17.5","122813"
"406","01890","1.4","1.6","3.5","4.2","4.3","10.8","5.2","16.0","11.6","41.3","159536"
"407","01901","22.4","18.4","13.1","7.5","13.7","8.7","6.4","9.8","0.0","0.0","22788"
"408","01902","12.3","8.7","10.3","8.9","14.0","15.9","11.7","10.3","5.5","2.3","43956"
"409","01904","2.7","1.9","5.8","6.1","11.4","15.6","13.9","26.6","9.5","6.5","85309"
"410","01905","8.9","6.0","8.9","7.3","12.9","16.0","14.9","16.2","5.6","3.3","60417"
"411","01906","4.0","5.0","5.8","6.1","10.0","14.4","15.2","20.6","10.4","8.6","80253"
"412","01907","2.3","2.9","6.1","4.8","5.8","11.7","9.5","20.5","13.7","22.8","113078"
"413","01908","0.6","4.1","5.0","4.0","15.8","14.7","12.2","14.5","14.7","14.5","90741"
"414","01913","4.7","1.7","6.2","6.9","9.0","18.3","13.1","20.2","10.6","9.3","80721"
"415","01915","3.7","5.5","8.2","7.4","9.2","13.2","12.7","17.5","9.9","12.7","79483"
"416","01921","0.5","0.0","2.5","1.5","5.4","7.4","11.5","15.8","14.5","40.9","174340"
"417","01922","5.5","7.0","4.6","4.8","2.6","18.3","12.8","11.1","11.5","21.9","90489"
"418","01923","3.8","3.7","4.8","8.4","11.4","12.4","12.1","20.3","11.2","11.8","84842"
"419","01929","4.4","2.7","2.8","3.4","11.5","13.0","2.8","26.8","9.5","23.1","113469"
"420","01930","4.4","4.9","10.7","7.1","11.8","16.2","13.8","15.7","7.8","7.5","65377"
"421","01937","-","-","-","-","-","-","-","-","-","-","-"
"422","01938","4.5","3.3","8.2","5.8","8.4","12.9","13.7","17.3","10.2","15.7","90557"
"423","01940","1.9","0.9","4.3","4.2","6.2","14.1","8.8","19.0","15.2","25.4","119876"
"424","01944","3.2","0.8","7.6","5.3","4.0","11.7","9.3","14.3","13.9","30.0","124025"
"425","01945","3.8","2.3","5.6","4.0","9.2","9.3","10.2","17.2","9.7","28.5","115511"
"426","01949","2.4","1.9","5.4","2.7","5.8","10.6","19.5","20.5","11.8","19.3","102604"
"427","01950","2.1","3.6","6.4","6.6","5.3","13.9","10.2","18.0","13.0","20.8","103220"
"428","01951","1.0","0.8","6.6","4.4","5.5","15.8","18.3","23.2","6.9","17.5","97083"
"429","01952","6.0","4.5","7.4","5.5","8.6","14.9","16.6","23.4","7.2","6.0","78355"
"430","01960","5.0","5.1","8.0","8.5","9.8","18.2","12.6","17.0","8.1","7.7","68214"
"431","01966","5.3","2.3","8.6","4.7","11.9","14.4","17.0","16.4","9.3","10.0","81681"
"432","01969","2.8","1.7","3.3","1.5","11.6","13.4","11.2","18.2","13.1","23.3","114063"
"433","01970","6.2","6.8","9.2","8.7","9.1","17.4","12.7","16.1","7.7","6.1","65495"
"434","01982","6.4","1.7","5.4","7.0","4.2","9.7","9.1","14.1","16.5","26.0","133333"
"435","01983","0.7","4.9","6.1","2.6","6.1","9.6","5.5","17.3","18.5","28.8","136812"
"436","01984","2.5","2.2","6.7","5.2","5.7","11.0","12.1","12.6","16.5","25.5","109712"
"437","01985","4.0","0.4","2.2","3.5","6.7","7.4","9.9","17.9","15.4","32.5","138403"
"438","02019","2.8","1.9","4.4","4.8","10.5","12.3","13.7","24.6","13.7","11.4","99569"
"439","02021","3.5","4.1","4.0","4.0","5.3","14.0","13.0","18.5","12.3","21.4","105371"
"440","02025","2.0","3.2","8.6","4.2","3.4","9.7","10.4","12.3","11.2","35.1","132204"
"441","02026","2.7","2.3","7.0","6.7","7.5","13.2","11.8","16.4","14.9","17.5","96868"
"442","02030","0.5","0.3","2.0","0.9","3.1","4.1","6.6","17.8","8.8","55.9","224784"
"443","02032","0.0","1.3","4.2","2.5","3.2","13.8","13.5","16.5","15.0","29.9","130109"
"444","02035","2.0","2.7","4.1","5.6","7.4","14.3","14.8","21.5","11.8","15.7","98374"
"445","02038","2.0","2.8","3.7","5.1","5.6","11.3","12.5","21.0","14.8","21.3","115355"
"446","02043","3.5","2.1","5.7","5.2","6.6","10.2","6.0","14.8","11.4","34.3","133596"
"447","02045","3.0","2.8","10.0","8.1","5.4","15.0","12.8","20.4","9.2","13.2","85573"
"448","02047","0.0","0.0","0.0","51.5","30.3","0.0","18.2","0.0","0.0","0.0","-"
"449","02048","2.8","0.8","3.8","4.6","7.2","12.7","12.0","22.2","15.7","18.1","114720"
"450","02050","5.5","3.5","5.2","5.9","8.9","11.8","10.5","20.7","15.6","12.3","95168"
"451","02052","2.9","2.2","3.7","2.6","4.6","8.1","7.4","15.9","15.1","37.6","155039"
"452","02053","2.0","2.2","4.6","3.2","6.3","9.1","9.7","22.9","18.3","21.8","119450"
"453","02054","1.3","0.5","6.2","5.8","7.5","14.3","8.5","24.6","17.6","13.7","106336"
"454","02056","1.6","0.6","2.6","3.6","4.0","8.4","8.6","22.5","14.1","34.1","146607"
"455","02061","2.5","2.6","3.7","3.9","3.5","12.0","5.4","15.5","17.0","33.9","151306"
"456","02062","3.9","3.4","6.8","4.5","8.3","13.8","14.9","22.8","11.4","10.0","90511"
"457","02066","2.3","4.4","4.8","4.2","5.9","9.6","11.1","19.5","11.6","26.7","121231"
"458","02067","2.5","1.8","1.2","3.5","5.4","6.8","10.4","22.5","16.1","29.8","138650"
"459","02071","0.0","0.0","0.0","5.8","0.0","18.9","6.2","38.6","6.6","23.9","109963"
"460","02072","4.1","3.8","5.5","7.1","11.7","15.0","12.7","21.1","11.3","7.7","79421"
"461","02081","1.8","2.3","5.2","5.6","9.1","11.6","9.0","19.8","14.1","21.4","109893"
"462","02090","2.8","1.0","3.6","3.1","5.5","7.7","8.9","16.0","12.9","38.6","155887"
"463","02093","3.2","2.8","4.7","5.9","6.7","12.4","8.9","18.6","16.0","20.9","113017"
"464","02108","5.2","1.5","0.0","5.2","5.5","4.9","12.7","18.0","12.7","34.2","136667"
"465","02109","4.5","1.2","2.6","3.3","6.9","12.3","7.1","14.6","19.6","27.9","143191"
"466","02110","6.6","1.9","5.3","6.2","7.9","10.2","5.8","14.5","10.1","31.4","116932"
"467","02111","13.7","12.0","11.6","6.6","8.6","9.2","4.9","9.0","8.2","16.2","40870"
"468","02113","3.4","3.1","4.7","4.1","4.5","17.8","12.3","24.0","13.7","12.3","100063"
"469","02114","7.4","5.1","5.1","3.1","7.1","12.6","12.0","16.9","8.9","21.8","95161"
"470","02115","21.8","10.0","10.2","6.9","8.2","12.6","6.7","10.7","5.4","7.3","37340"
"471","02116","7.5","5.4","5.1","5.5","5.6","11.4","7.0","14.3","9.3","29.0","105559"
"472","02118","13.1","8.1","9.8","6.4","5.7","10.5","4.8","10.3","9.4","22.0","65250"
"473","02119","20.4","11.6","13.6","8.9","13.6","9.5","7.0","8.8","3.8","2.9","30551"
"474","02120","20.5","9.2","12.4","9.6","11.5","14.7","7.1","7.9","4.7","2.4","33727"
"475","02121","17.5","13.7","11.8","12.6","9.5","13.2","7.1","8.9","2.9","2.8","30712"
"476","02122","7.2","6.0","10.1","6.4","12.0","16.7","13.0","16.0","6.7","6.1","60474"
"477","02124","10.6","7.0","11.0","8.6","10.8","14.1","10.2","15.0","6.4","6.4","53174"
"478","02125","11.2","9.1","9.7","6.8","9.4","13.9","11.8","13.6","7.1","7.5","56318"
"479","02126","10.4","7.2","10.9","6.7","12.4","16.9","12.4","15.3","3.8","3.9","52474"
"480","02127","8.0","5.8","6.8","5.0","5.3","9.4","9.9","18.3","12.8","18.7","99340"
"481","02128","7.5","6.3","9.9","7.6","13.0","18.7","10.4","14.8","6.9","5.0","55483"
"482","02129","5.7","8.6","6.0","4.5","4.6","7.6","6.8","17.3","14.1","24.8","118226"
"483","02130","7.2","5.3","7.0","5.2","6.2","11.4","14.3","19.8","9.8","13.8","90813"
"484","02131","6.5","5.6","8.1","6.3","10.1","14.3","11.7","18.0","11.2","8.2","73199"
"485","02132","3.4","2.8","8.5","4.3","6.1","13.8","10.5","22.4","11.4","16.7","100915"
"486","02134","12.9","4.6","6.7","9.0","11.4","16.2","10.4","16.5","7.6","4.7","58068"
"487","02135","8.6","6.9","7.0","5.6","7.9","16.3","11.9","20.6","8.5","6.7","72009"
"488","02136","8.6","5.3","8.4","6.7","11.6","17.2","11.7","15.8","8.2","6.5","64784"
"489","02138","8.1","2.3","5.1","5.7","7.7","11.9","11.5","16.4","11.5","19.8","95368"
"490","02139","5.2","4.4","6.0","4.9","6.6","12.4","11.5","19.9","10.2","18.7","96771"
"491","02140","7.2","5.2","5.6","6.5","8.1","7.9","9.3","17.0","14.0","19.4","100572"
"492","02141","10.0","6.0","8.4","5.7","5.8","11.9","11.2","19.4","8.6","13.0","79222"
"493","02142","10.0","3.0","1.2","3.5","5.4","9.5","8.5","16.9","14.1","27.9","116346"
"494","02143","5.4","4.2","4.3","4.0","7.0","14.0","12.6","25.0","12.0","11.6","95556"
"495","02144","4.1","3.3","6.5","4.5","4.8","10.5","12.6","21.1","14.8","17.7","107232"
"496","02145","4.9","4.2","7.2","7.0","10.0","16.0","13.5","20.0","9.9","7.3","75744"
"497","02148","8.7","6.7","6.3","8.5","11.7","16.2","13.1","16.1","7.4","5.2","64176"
"498","02149","6.3","3.0","10.8","9.6","13.3","18.1","14.3","15.6","5.7","3.2","60264"
"499","02150","7.8","6.9","9.6","11.8","10.8","18.7","11.9","12.9","5.5","4.1","53335"
"500","02151","7.1","5.6","9.0","9.7","14.1","17.9","11.1","15.8","5.6","4.2","54987"
"501","02152","4.0","6.0","8.8","8.8","10.2","17.6","12.3","14.0","8.6","9.7","68322"
"502","02155","4.7","2.7","6.2","5.8","8.4","13.6","11.9","21.3","12.3","13.1","92407"
"503","02163","12.8","5.8","11.2","13.3","7.2","14.7","14.3","12.2","3.7","4.8","49659"
"504","02169","5.9","4.7","9.0","7.5","9.4","16.2","14.0","18.5","8.3","6.4","70248"
"505","02170","3.9","5.4","8.7","5.3","9.5","16.3","14.8","16.4","10.1","9.5","76440"
"506","02171","4.5","4.7","6.1","6.3","6.6","16.1","16.1","20.2","9.2","10.1","83479"
"507","02176","2.8","2.9","7.6","5.4","7.9","12.4","9.7","18.7","15.9","16.7","103743"
"508","02180","3.7","3.9","3.7","5.7","10.7","12.3","13.7","20.4","10.7","15.3","94835"
"509","02184","3.8","2.7","6.5","5.8","8.2","11.2","14.4","20.9","11.8","14.6","94945"
"510","02186","1.9","1.5","6.4","3.0","5.3","11.4","7.9","19.2","11.7","31.8","127448"
"511","02188","4.3","3.0","6.0","7.3","9.9","15.0","14.7","20.0","10.3","9.4","83386"
"512","02189","4.2","3.2","10.1","6.3","9.0","21.7","13.1","16.4","9.0","6.9","69067"
"513","02190","3.1","3.0","4.9","7.3","9.3","16.4","13.3","20.8","9.6","12.3","87143"
"514","02191","2.3","1.4","7.5","7.6","10.5","21.0","14.4","17.3","11.5","6.6","74801"
"515","02199","21.7","1.2","1.4","7.5","0.7","6.8","12.8","10.1","10.7","27.2","91125"
"516","02203","52.0","48.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","-"
"517","02210","1.7","0.5","1.3","2.3","5.9","5.8","10.8","18.0","18.4","35.2","163068"
"518","02215","22.9","8.7","6.4","5.9","8.5","12.7","9.1","12.5","6.2","7.1","45337"
"519","02301","8.7","7.2","10.5","9.9","14.0","14.6","12.7","14.0","5.0","3.5","49693"
"520","02302","6.3","5.3","8.3","6.6","10.1","19.4","13.2","19.2","7.8","3.7","67608"
"521","02322","4.2","3.3","6.0","5.3","16.9","17.5","9.9","20.2","11.7","5.0","69868"
