"","zipcode","total_population"
"9684","30183","4257"
"9685","30184","6046"
"9686","30185","3351"
"9687","30187","7848"
"9688","30188","44244"
"9689","30189","32534"
"9690","30204","9886"
"9691","30205","2775"
"9692","30206","2658"
"9693","30213","24510"
"9694","30214","25023"
"9695","30215","30948"
"9696","30216","1943"
"9697","30217","7893"
"9698","30218","1720"
"9699","30220","4864"
"9700","30222","3402"
"9701","30223","30544"
"9702","30224","20533"
"9703","30228","33734"
"9704","30230","7674"
"9705","30233","17811"
"9706","30234","1652"
"9707","30236","36630"
"9708","30238","29961"
"9709","30240","24343"
"9710","30241","18437"
"9711","30248","21069"
"9712","30250","34"
"9713","30251","1985"
"9714","30252","37834"
"9715","30253","42049"
"9716","30256","2499"
"9717","30257","3571"
"9718","30258","2258"
"9719","30259","2693"
"9720","30260","18174"
"9721","30263","44266"
"9722","30265","27813"
"9723","30268","7564"
"9724","30269","31181"
"9725","30273","12589"
"9726","30274","25976"
"9727","30275","15"
"9728","30276","12429"
"9729","30277","18534"
"9730","30281","56094"
"9731","30284","45"
"9732","30285","599"
"9733","30286","19008"
"9734","30288","7615"
"9735","30289","67"
"9736","30290","7600"
"9737","30291","16447"
"9738","30292","5155"
"9739","30293","2473"
"9740","30294","34548"
"9741","30295","3615"
"9742","30296","21936"
"9743","30297","21450"
"9744","30303","514"
"9745","30305","13304"
"9746","30306","11605"
"9747","30307","10952"
"9748","30308","4494"
"9749","30309","8076"
"9750","30310","19204"
"9751","30311","24848"
"9752","30312","9276"
"9753","30313","1654"
"9754","30314","11081"
"9755","30315","23293"
"9756","30316","20228"
"9757","30317","8058"
"9758","30318","29820"
"9759","30319","24394"
"9760","30322","0"
"9761","30324","10783"
"9762","30326","1984"
"9763","30327","18109"
"9764","30328","21565"
"9765","30329","17639"
"9766","30331","42600"
"9767","30332","0"
"9768","30334","0"
"9769","30336","521"
"9770","30337","8464"
"9771","30338","26513"
"9772","30339","9846"
"9773","30340","22289"
"9774","30341","21378"
"9775","30342","21436"
"9776","30344","23676"
"9777","30345","16575"
"9778","30346","2217"
"9779","30349","54467"
"9780","30350","23562"
"9781","30354","11529"
"9782","30360","11467"
"9783","30363","758"
"9784","30401","10763"
"9785","30410","1531"
"9786","30411","2068"
"9787","30412","71"
"9788","30413","1383"
"9789","30415","5882"
"9790","30417","8931"
"9791","30420","1185"
"9792","30421","2799"
"9793","30423","99"
"9794","30425","1001"
"9795","30426","932"
"9796","30427","9325"
"9797","30428","2315"
"9798","30429","175"
"9799","30434","4535"
"9800","30436","9903"
"9801","30438","64"
"9802","30439","8692"
"9803","30441","1374"
"9804","30442","6321"
"9805","30445","2467"
"9806","30446","1154"
"9807","30448","64"
"9808","30449","105"
"9809","30450","2187"
"9810","30451","25"
"9811","30452","1359"
"9812","30453","5405"
"9813","30454","463"
"9814","30455","501"
"9815","30456","1795"
"9816","30457","5031"
"9817","30458","21463"
"9818","30460","0"
"9819","30461","10929"
"9820","30464","61"
"9821","30467","10133"
"9822","30470","455"
"9823","30471","3649"
"9824","30473","2545"
"9825","30474","13553"
"9826","30475","47"
"9827","30477","2470"
"9828","30501","21175"
"9829","30504","18479"
"9830","30506","36608"
"9831","30507","24151"
"9832","30510","5917"
"9833","30511","2751"
"9834","30512","16017"
"9835","30513","9013"
"9836","30516","1758"
"9837","30517","10805"
"9838","30518","39106"
"9839","30519","34690"
"9840","30520","3798"
"9841","30521","4206"
"9842","30522","900"
"9843","30523","10888"
"9844","30525","5778"
"9845","30527","3645"
"9846","30528","18993"
"9847","30529","8948"
"9848","30530","5897"
"9849","30531","9448"
"9850","30533","18952"
"9851","30534","22818"
"9852","30535","5595"
"9853","30536","6914"
"9854","30537","982"
"9855","30538","2418"
"9856","30540","14271"
"9857","30541","1373"
"9858","30542","27837"
"9859","30543","3953"
"9860","30545","665"
"9861","30546","5103"
"9862","30547","2838"
"9863","30548","14380"
"9864","30549","19554"
"9865","30552","1404"
"9866","30553","5969"
"9867","30554","7460"
"9868","30555","1647"
"9869","30557","4191"
"9870","30558","4697"
"9871","30559","3651"
"9872","30560","3803"
"9873","30562","923"
"9874","30563","4697"
"9875","30564","3854"
"9876","30565","4131"
"9877","30566","6394"
"9878","30567","2653"
"9879","30568","1409"
"9880","30571","3135"
"9881","30572","1007"
"9882","30573","137"
"9883","30575","1205"
"9884","30576","2031"
"9885","30577","18085"
"9886","30581","55"
"9887","30582","3294"
"9888","30601","12340"
"9889","30602","0"
"9890","30605","19804"
"9891","30606","25107"
"9892","30607","9063"
"9893","30609","0"
"9894","30619","1229"
"9895","30620","11176"
"9896","30621","4642"
"9897","30622","8756"
"9898","30623","145"
"9899","30624","2178"
"9900","30625","2116"
"9901","30627","1930"
"9902","30628","5607"
"9903","30629","3706"
"9904","30630","1913"
"9905","30631","1406"
"9906","30633","7255"
"9907","30634","1951"
"9908","30635","13281"
"9909","30641","1606"
"9910","30642","9188"
"9911","30643","12994"
"9912","30646","5979"
"9913","30648","2573"
"9914","30650","10051"
"9915","30655","20145"
"9916","30656","13311"
"9917","30660","995"
"9918","30662","6665"
"9919","30663","2693"
"9920","30664","26"
"9921","30665","69"
"9922","30666","7513"
"9923","30667","883"
"9924","30668","1535"
"9925","30669","2675"
"9926","30673","6221"
"9927","30677","15416"
"9928","30678","1124"
"9929","30680","32200"
"9930","30683","5539"
"9931","30701","33658"
"9932","30705","28903"
"9933","30707","14233"
"9934","30708","244"
"9935","30710","5975"
"9936","30711","3071"
"9937","30720","21595"
"9938","30721","46559"
"9939","30725","4032"
"9940","30726","47"
"9941","30728","16071"
"9942","30730","1697"
"9943","30731","1977"
"9944","30733","1810"
"9945","30734","2998"
"9946","30735","5340"
"9947","30736","35932"
"9948","30738","3264"
"9949","30739","4365"
"9950","30740","7551"
"9951","30741","23425"
"9952","30742","5598"
"9953","30746","1087"
"9954","30747","12440"
"9955","30750","2882"
"9956","30751","77"
"9957","30752","8126"
"9958","30753","5662"
"9959","30755","8269"
"9960","30756","65"
"9961","30757","1454"
"9962","30802","5303"
"9963","30803","632"
"9964","30805","2326"
"9965","30807","73"
"9966","30808","4010"
"9967","30809","34571"
"9968","30810","1698"
"9969","30812","0"
"9970","30813","25476"
"9971","30814","7044"
"9972","30815","34737"
"9973","30816","1722"
"9974","30817","6367"
"9975","30818","466"
"9976","30820","1028"
"9977","30821","730"
"9978","30822","444"
"9979","30823","1492"
"9980","30824","14257"
"9981","30828","3637"
"9982","30830","11652"
"9983","30833","3427"
"9984","30901","10754"
"9985","30903","539"
"9986","30904","17739"
"9987","30905","3737"
"9988","30906","47543"
"9989","30907","42910"
"9990","30909","29830"
"9991","30912","0"
"9992","31001","2452"
"9993","31002","2417"
"9994","31003","88"
"9995","31005","13325"
"9996","31006","3860"
"9997","31007","851"
"9998","31008","15822"
"9999","31009","1096"
"10000","31011","808"
"10001","31012","1202"
"10002","31014","10271"
"10003","31015","17843"
"10004","31016","1308"
"10005","31017","1667"
"10006","31018","1062"
"10007","31019","1983"
"10008","31020","2127"
"10009","31021","23058"
"10010","31022","1246"
"10011","31023","12064"
"10012","31024","16583"
"10013","31025","1073"
"10014","31027","8477"
"10015","31028","4897"
"10016","31029","12966"
"10017","31030","13752"
"10018","31031","5549"
"10019","31032","12049"
"10020","31033","2286"
"10021","31035","1185"
"10022","31036","9811"
"10023","31037","2656"
"10024","31038","632"
"10025","31039","66"
"10026","31041","731"
"10027","31042","1557"
"10028","31044","2335"
"10029","31045","45"
"10030","31046","2919"
"10031","31047","10163"
"10032","31049","1519"
"10033","31050","806"
"10034","31051","162"
"10035","31052","7657"
"10036","31054","1435"
"10037","31055","5128"
"10038","31057","1785"
"10039","31058","1768"
"10040","31060","1550"
"10041","31061","29525"
"10042","31062","8"
"10043","31063","4669"
"10044","31064","8034"
"10045","31065","959"
"10046","31066","993"
"10047","31067","152"
"10048","31068","3027"
"10049","31069","15365"
"10050","31070","694"
"10051","31071","967"
"10052","31072","1106"
"10053","31075","2172"
"10054","31076","2523"
"10055","31077","1042"
"10056","31078","2928"
"10057","31079","1985"
"10058","31081","203"
"10059","31082","8509"
"10060","31083","317"
"10061","31084","103"
"10062","31085","916"
"10063","31087","6729"
"10064","31088","42134"
"10065","31089","4109"
"10066","31090","806"
"10067","31091","2819"
"10068","31092","6180"
"10069","31093","22297"
"10070","31094","943"
"10071","31096","4780"
"10072","31097","1123"
"10073","31098","2247"
"10074","31201","4623"
"10075","31204","23255"
"10076","31206","23785"
"10077","31207","0"
"10078","31210","24456"
"10079","31211","13028"
"10080","31213","0"
"10081","31216","13101"
"10082","31217","15147"
"10083","31220","11445"
"10084","31301","3777"
"10085","31302","6744"
"10086","31303","1751"
"10087","31304","116"
"10088","31305","4815"
"10089","31307","861"
"10090","31308","6284"
"10091","31309","1044"
"10092","31312","14670"
"10093","31313","34224"
"10094","31314","0"
"10095","31315","6998"
"10096","31316","7995"
"10097","31318","286"
"10098","31320","7301"
"10099","31321","5452"
"10100","31322","17481"
"10101","31323","1519"
"10102","31324","18384"
"10103","31326","16910"
"10104","31327","157"
"10105","31328","2295"
"10106","31329","7350"
"10107","31331","6455"
"10108","31401","10053"
"10109","31404","22296"
"10110","31405","27182"
"10111","31406","26294"
"10112","31407","5759"
"10113","31408","6473"
"10114","31409","0"
"10115","31410","19006"
"10116","31411","7384"
"10117","31415","9667"
"10118","31419","38809"
"10119","31501","11040"
"10120","31503","17184"
"10121","31510","7992"
"10122","31512","1907"
"10123","31513","13162"
"10124","31516","12566"
"10125","31518","600"
"10126","31519","3072"
"10127","31520","16755"
"10128","31522","11021"
"10129","31523","11627"
"10130","31524","0"
"10131","31525","22870"
"10132","31527","595"
"10133","31532","639"
"10134","31533","13829"
"10135","31535","9880"
"10136","31537","7122"
"10137","31539","12129"
"10138","31542","2458"
"10139","31543","4127"
"10140","31544","824"
"10141","31545","13350"
"10142","31546","5254"
"10143","31547","231"
"10144","31548","17157"
"10145","31549","1762"
"10146","31550","671"
"10147","31551","886"
"10148","31552","817"
"10149","31553","4352"
"10150","31554","4414"
"10151","31555","2530"
"10152","31556","61"
"10153","31557","2650"
"10154","31558","16861"
"10155","31560","2483"
"10156","31561","250"
"10157","31562","1853"
"10158","31563","1140"
"10159","31565","1533"
"10160","31566","2910"
"10161","31567","665"
"10162","31568","1098"
"10163","31569","4674"
"10164","31601","23773"
"10165","31602","23982"
"10166","31605","17142"
"10167","31606","3322"
"10168","31620","9013"
"10169","31622","1850"
"10170","31623","108"
"10171","31624","1098"
"10172","31625","1011"
"10173","31626","2884"
"10174","31627","194"
"10175","31629","749"
"10176","31630","359"
"10177","31631","481"
"10178","31632","9069"
"10179","31634","4808"
"10180","31635","5318"
"10181","31636","8051"
"10182","31637","2401"
"10183","31638","859"
"10184","31639","8620"
"10185","31641","1608"
"10186","31642","4127"
"10187","31643","7219"
"10188","31645","4346"
"10189","31647","2979"
"10190","31648","889"
"10191","31649","900"
"10192","31650","2849"
"10193","31698","0"
"10194","31699","0"
"10195","31701","15321"
"10196","31705","26829"
"10197","31707","18776"
"10198","31709","11781"
"10199","31711","712"
"10200","31712","1093"
"10201","31714","5290"
"10202","31716","2495"
"10203","31719","8878"
"10204","31720","369"
"10205","31721","17466"
"10206","31722","438"
"10207","31730","8036"
"10208","31733","1372"
"10209","31735","650"
"10210","31738","1777"
"10211","31743","543"
"10212","31744","2761"
"10213","31747","232"
"10214","31749","2412"
"10215","31750","15437"
"10216","31756","837"
"10217","31757","8711"
"10218","31763","20003"
"10219","31764","1088"
"10220","31765","2258"
"10221","31768","19371"
"10222","31771","4748"
"10223","31772","403"
"10224","31773","3147"
"10225","31774","5135"
"10226","31775","2562"
"10227","31778","2216"
"10228","31779","6783"
"10229","31780","1773"
"10230","31781","1515"
"10231","31783","951"
"10232","31784","653"
"10233","31787","1262"
"10234","31788","8668"
"10235","31789","1057"
"10236","31790","1549"
"10237","31791","10481"
"10238","31792","18837"
"10239","31793","6874"
"10240","31794","21920"
"10241","31795","1711"
"10242","31796","936"
"10243","31798","865"
"10244","31801","2580"
"10245","31803","4633"
"10246","31804","5343"
"10247","31805","2600"
"10248","31806","4283"
"10249","31807","2274"
"10250","31808","6048"
"10251","31810","162"
"10252","31811","4245"
"10253","31812","452"
"10254","31814","231"
"10255","31815","1660"
"10256","31816","4978"
"10257","31820","7939"
"10258","31821","213"
"10259","31822","4656"
"10260","31823","647"
"10261","31824","1556"
"10262","31825","1798"
"10263","31826","2018"
"10264","31827","1745"
"10265","31829","1260"
"10266","31830","1598"
"10267","31831","2583"
"10268","31832","185"
"10269","31833","5824"
"10270","31836","952"
"10271","31901","4238"
"10272","31903","15863"
"10273","31904","25361"
"10274","31905","10416"
"10275","31906","16711"
"10276","31907","43029"
"10277","31909","28460"
"10278","32003","24279"
"10279","32008","4289"
"10280","32009","3007"
"10281","32011","12092"
"10282","32024","15857"
"10283","32025","14428"
"10284","32026","0"
"10285","32033","3369"
"10286","32034","24864"
"10287","32038","7609"
"10288","32040","6693"
"10289","32043","20804"
"10290","32044","1684"
"10291","32046","7900"
"10292","32052","5068"
"10293","32053","3261"
"10294","32054","8041"
"10295","32055","13037"
"10296","32058","3013"
"10297","32059","2018"
"10298","32060","16829"
"10299","32061","241"
"10300","32062","2065"
"10301","32063","10796"
"10302","32064","5071"
"10303","32065","28733"
"10304","32066","4322"
"10305","32068","44262"
"10306","32071","2973"
"10307","32072","273"
"10308","32073","32108"
"10309","32079","203"
"10310","32080","14497"
"10311","32081","4120"
"10312","32082","23729"
"10313","32083","1168"
"10314","32084","20135"
"10315","32086","18847"
"10316","32087","3626"
"10317","32091","12304"
"10318","32092","25277"
"10319","32094","2252"
"10320","32095","5609"
"10321","32096","2125"
"10322","32097","13092"
"10323","32102","1963"
"10324","32110","5629"
"10325","32112","6134"
"10326","32113","5222"
"10327","32114","17100"
"10328","32117","16491"
"10329","32118","10144"
"10330","32119","13915"
"10331","32124","2107"
"10332","32127","22190"
"10333","32128","14314"
"10334","32129","14173"
"10335","32130","4545"
"10336","32131","3394"
"10337","32132","5382"
"10338","32133","108"
"10339","32134","6096"
"10340","32136","5166"
"10341","32137","31265"
"10342","32139","871"
"10343","32140","1442"
"10344","32141","14148"
"10345","32145","4372"
"10346","32147","519"
"10347","32148","8861"
"10348","32157","331"
"10349","32159","21873"
"10350","32162","37335"
"10351","32164","35025"
"10352","32168","17936"
"10353","32169","6871"
"10354","32174","36981"
"10355","32176","10263"
"10356","32177","21640"
"10357","32179","6317"
"10358","32180","3581"
"10359","32181","2003"
"10360","32187","1371"
"10361","32189","4447"
"10362","32190","1000"
"10363","32193","615"
"10364","32195","2744"
"10365","32202","899"
"10366","32204","3652"
"10367","32205","19609"
"10368","32206","12785"
"10369","32207","23672"
"10370","32208","24783"
"10371","32209","27147"
"10372","32210","46959"
"10373","32211","23022"
"10374","32212","667"
"10375","32216","25134"
"10376","32217","14166"
"10377","32218","44069"
"10378","32219","9870"
"10379","32220","11079"
"10380","32221","24215"
"10381","32222","7617"
"10382","32223","20438"
"10383","32224","26743"
"10384","32225","44036"
"10385","32226","13974"
"10386","32227","1612"
"10387","32228","0"
"10388","32233","15910"
"10389","32234","5587"
"10390","32244","47126"
"10391","32246","38221"
"10392","32250","16749"
"10393","32254","10746"
"10394","32256","26189"
"10395","32257","28600"
"10396","32258","22607"
"10397","32259","34132"
"10398","32266","4919"
"10399","32277","23019"
"10400","32301","14098"
"10401","32303","30323"
"10402","32304","11932"
"10403","32305","15864"
"10404","32308","14912"
"10405","32309","25750"
"10406","32310","11978"
"10407","32311","13740"
"10408","32312","28031"
"10409","32317","12537"
"10410","32320","2787"
"10411","32321","3846"
"10412","32322","1962"
"10413","32323","128"
"10414","32324","3285"
"10415","32327","19994"
"10416","32328","2503"
"10417","32330","688"
"10418","32331","3358"
"10419","32332","1451"
"10420","32333","9303"
"10421","32334","1561"
"10422","32336","1152"
"10423","32340","8286"
"10424","32343","2597"
"10425","32344","9681"
"10426","32346","1300"
"10427","32347","6583"
"10428","32348","7603"
"10429","32350","1183"
"10430","32351","14069"
"10431","32352","5747"
"10432","32355","220"
"10433","32356","100"
"10434","32358","1710"
"10435","32359","1306"
"10436","32361","191"
"10437","32399","2"
"10438","32401","16343"
"10439","32403","2539"
"10440","32404","29564"
"10441","32405","22897"
"10442","32407","6521"
"10443","32408","11163"
"10444","32409","7352"
"10445","32410","517"
"10446","32413","9590"
"10447","32420","1755"
"10448","32421","3715"
"10449","32423","1046"
"10450","32424","5038"
"10451","32425","10294"
"10452","32426","789"
"10453","32427","1012"
"10454","32428","12461"
"10455","32430","977"
"10456","32431","4181"
"10457","32432","71"
"10458","32433","11654"
"10459","32435","5135"
"10460","32437","534"
"10461","32438","3284"
"10462","32439","6204"
"10463","32440","4325"
"10464","32442","3061"
"10465","32443","2431"
"10466","32444","16054"
"10467","32445","974"
"10468","32446","7439"
"10469","32447","0"
"10470","32448","6700"
"10471","32449","386"
"10472","32455","3909"
"10473","32456","5438"
"10474","32459","8555"
"10475","32460","3098"
"10476","32461","10"
"10477","32462","2781"
"10478","32463","88"
"10479","32464","3360"
"10480","32465","4807"
"10481","32466","4688"
"10482","32501","6690"
"10483","32502","2011"
"10484","32503","21269"
"10485","32504","15901"
"10486","32505","22168"
"10487","32506","26950"
"10488","32507","21957"
"10489","32508","692"
"10490","32509","0"
"10491","32511","0"
"10492","32514","25132"
"10493","32526","30213"
"10494","32530","29"
"10495","32531","4575"
"10496","32533","23061"
"10497","32534","11210"
"10498","32535","3867"
"10499","32536","17007"
"10500","32539","19316"
"10501","32541","11388"
"10502","32542","2028"
"10503","32544","1074"
"10504","32547","24194"
"10505","32548","13943"
"10506","32550","4191"
"10507","32561","6350"
"10508","32563","18494"
"10509","32564","2361"
"10510","32565","4860"
"10511","32566","28942"
"10512","32567","2898"
"10513","32568","2703"
"10514","32569","8882"
"10515","32570","23293"
"10516","32571","25114"
"10517","32577","4077"
"10518","32578","25582"
"10519","32579","7953"
"10520","32580","2825"
"10521","32583","18507"
"10522","32601","5938"
"10523","32603","1297"
"10524","32605","16862"
"10525","32606","16148"
"10526","32607","16033"
"10527","32608","24430"
"10528","32609","12207"
"10529","32612","2"
"10530","32615","11909"
"10531","32616","719"
"10532","32617","3439"
"10533","32618","6296"
"10534","32619","3911"
"10535","32621","4212"
"10536","32622","1093"
"10537","32625","1452"
"10538","32626","6461"
"10539","32628","2828"
"10540","32631","245"
"10541","32639","317"
"10542","32640","8384"
"10543","32641","10899"
"10544","32643","9182"
"10545","32648","358"
"10546","32653","10301"
"10547","32656","11697"
"10548","32658","251"
"10549","32664","391"
"10550","32666","4685"
"10551","32667","2982"
"10552","32668","4144"
"10553","32669","9799"
"10554","32680","8067"
"10555","32681","100"
"10556","32683","122"
"10557","32686","4054"
"10558","32692","202"
"10559","32693","9104"
"10560","32694","1679"
"10561","32696","9586"
"10562","32697","213"
"10563","32701","14931"
"10564","32702","1969"
"10565","32703","37727"
"10566","32707","26817"
"10567","32708","35115"
"10568","32709","2129"
"10569","32712","36427"
"10570","32713","16003"
"10571","32714","25990"
"10572","32720","22143"
"10573","32724","23910"
"10574","32725","37804"
"10575","32726","15728"
"10576","32730","3715"
"10577","32732","4757"
"10578","32735","3319"
"10579","32736","8392"
"10580","32738","38118"
"10581","32744","2823"
"10582","32746","33920"
"10583","32750","18465"
"10584","32751","15634"
"10585","32754","9363"
"10586","32757","18322"
"10587","32759","2153"
"10588","32763","16334"
"10589","32764","2506"
"10590","32765","44768"
"10591","32766","14439"
"10592","32767","2068"
"10593","32771","39600"
"10594","32773","21979"
"10595","32776","8792"
"10596","32778","13766"
"10597","32779","24151"
"10598","32780","26774"
"10599","32784","9324"
"10600","32789","16703"
"10601","32792","30831"
"10602","32796","15726"
"10603","32798","1867"
"10604","32801","3711"
"10605","32803","10830"
"10606","32804","11479"
"10607","32805","14937"
"10608","32806","17114"
"10609","32807","23738"
"10610","32808","37259"
"10611","32809","21347"
"10612","32810","24994"
"10613","32811","26256"
"10614","32812","25429"
"10615","32814","4252"
"10616","32817","21440"
"10617","32818","37304"
"10618","32819","20737"
"10619","32820","6940"
"10620","32821","8822"
"10621","32822","40495"
"10622","32824","32993"
"10623","32825","42996"
"10624","32826","13062"
"10625","32827","5336"
"10626","32828","47204"
"10627","32829","14946"
"10628","32830","24"
"10629","32831","117"
"10630","32832","12003"
"10631","32833","8016"
"10632","32835","30221"
"10633","32836","14070"
"10634","32837","43342"
"10635","32839","33786"
"10636","32901","14988"
"10637","32903","10027"
"10638","32904","20813"
"10639","32905","15440"
"10640","32907","35386"
"10641","32908","9431"
"10642","32909","25691"
"10643","32920","5769"
"10644","32922","10783"
"10645","32925","973"
"10646","32926","17163"
"10647","32927","22429"
"10648","32931","9222"
"10649","32934","14297"
"10650","32935","28384"
"10651","32937","19530"
"10652","32940","26562"
"10653","32948","5751"
"10654","32949","1849"
"10655","32950","3352"
"10656","32951","8509"
"10657","32952","16166"
"10658","32953","17819"
"10659","32955","29838"
"10660","32958","20206"
"10661","32960","13148"
"10662","32962","17688"
"10663","32963","12149"
"10664","32966","11375"
"10665","32967","15958"
"10666","32968","10706"
"10667","32970","244"
"10668","32976","6266"
"10669","33001","200"
"10670","33004","10574"
"10671","33009","27029"
"10672","33010","36322"
"10673","33012","60029"
"10674","33013","27599"
"10675","33014","33942"
"10676","33015","55396"
"10677","33016","40093"
"10678","33018","42158"
"10679","33019","10633"
"10680","33020","27039"
"10681","33021","34942"
"10682","33023","54943"
"10683","33024","53793"
"10684","33025","48555"
"10685","33026","24194"
"10686","33027","49538"
"10687","33028","24563"
"10688","33029","42393"
"10689","33030","26721"
"10690","33031","5107"
"10691","33032","30349"
"10692","33033","42186"
"10693","33034","14968"
"10694","33035","11414"
"10695","33036","2045"
"10696","33037","8418"
"10697","33039","114"
"10698","33040","20522"
"10699","33042","4343"
"10700","33043","2960"
"10701","33050","6287"
"10702","33051","559"
"10703","33054","23440"
"10704","33055","37738"
"10705","33056","30755"
"10706","33060","23676"
"10707","33062","14541"
"10708","33063","39058"
"10709","33064","39520"
"10710","33065","43795"
"10711","33066","10271"
"10712","33067","23738"
"10713","33068","41819"
"10714","33069","15487"
"10715","33070","3867"
"10716","33071","32930"
"10717","33073","24345"
"10718","33076","27474"
"10719","33101","0"
"10720","33109","473"
"10721","33122","0"
"10722","33125","39274"
"10723","33126","37258"
"10724","33127","22805"
"10725","33128","4638"
"10726","33129","9337"
"10727","33130","16463"
"10728","33131","7834"
"10729","33132","3971"
"10730","33133","22893"
"10731","33134","28037"
"10732","33135","26574"
"10733","33136","8731"
"10734","33137","11546"
"10735","33138","19530"
"10736","33139","16440"
"10737","33140","14364"
"10738","33141","23459"
"10739","33142","41040"
"10740","33143","23463"
"10741","33144","21554"
"10742","33145","22863"
"10743","33146","8337"
"10744","33147","38625"
"10745","33149","10581"
"10746","33150","22539"
"10747","33154","10271"
"10748","33155","35518"
"10749","33156","26962"
"10750","33157","54447"
"10751","33158","6260"
"10752","33160","28254"
"10753","33161","42399"
"10754","33162","37220"
"10755","33165","47450"
"10756","33166","16642"
"10757","33167","16021"
"10758","33168","22417"
"10759","33169","33386"
"10760","33170","10671"
"10761","33172","30716"
"10762","33173","27380"
"10763","33174","24974"
"10764","33175","47201"
"10765","33176","42499"
"10766","33177","46099"
"10767","33178","35179"
"10768","33179","32882"
"10769","33180","23179"
"10770","33181","12152"
"10771","33182","12507"
"10772","33183","31340"
"10773","33184","18443"
"10774","33185","25126"
"10775","33186","58184"
"10776","33187","14789"
"10777","33189","20415"
"10778","33190","9900"
"10779","33193","41313"
"10780","33194","5522"
"10781","33196","39613"
"10782","33301","6724"
"10783","33304","8477"
"10784","33305","5359"
"10785","33306","1918"
"10786","33308","16759"
"10787","33309","24729"
"10788","33311","50418"
"10789","33312","37133"
"10790","33313","44400"
"10791","33314","15599"
"10792","33315","7333"
"10793","33316","5614"
"10794","33317","29269"
"10795","33319","33285"
"10796","33321","32996"
"10797","33322","28418"
"10798","33323","16561"
"10799","33324","32053"
"10800","33325","23781"
"10801","33326","27541"
"10802","33327","21580"
"10803","33328","22952"
"10804","33330","12975"
"10805","33331","21559"
"10806","33332","9795"
"10807","33334","18853"
"10808","33351","27017"
"10809","33401","14056"
"10810","33403","8987"
"10811","33404","21330"
"10812","33405","14366"
"10813","33406","19519"
"10814","33407","21675"
"10815","33408","11739"
"10816","33409","21158"
"10817","33410","23953"
"10818","33411","53848"
"10819","33412","12735"
"10820","33413","12658"
"10821","33414","47502"
"10822","33415","35275"
"10823","33417","19726"
"10824","33418","28399"
"10825","33426","13792"
"10826","33428","32305"
"10827","33430","17124"
"10828","33431","11199"
"10829","33432","12300"
"10830","33433","30148"
"10831","33434","14125"
"10832","33435","23507"
"10833","33436","31781"
"10834","33437","27870"
"10835","33438","382"
"10836","33440","16315"
"10837","33441","19025"
"10838","33442","18515"
"10839","33444","14685"
"10840","33445","20330"
"10841","33446","16010"
"10842","33449","9887"
"10843","33455","15222"
"10844","33458","38888"
"10845","33460","20691"
"10846","33461","30492"
"10847","33462","23206"
"10848","33463","45614"
"10849","33467","40920"
"10850","33469","11281"
"10851","33470","23549"
"10852","33471","4174"
"10853","33472","15770"
"10854","33473","5956"
"10855","33476","6345"
"10856","33477","9304"
"10857","33478","11318"
"10858","33480","6321"
"10859","33483","7610"
"10860","33484","14683"
"10861","33486","16785"
"10862","33487","12060"
"10863","33493","2633"
"10864","33496","16991"
"10865","33498","13198"
"10866","33503","94"
"10867","33510","22548"
"10868","33511","40978"
"10869","33513","7943"
"10870","33514","1571"
"10871","33521","498"
"10872","33523","15225"
"10873","33525","14196"
"10874","33527","12704"
"10875","33534","10376"
"10876","33538","3678"
"10877","33540","7003"
"10878","33541","15040"
"10879","33542","15130"
"10880","33543","18892"
"10881","33544","19763"
"10882","33545","12368"
"10883","33547","18260"
"10884","33548","5048"
"10885","33549","13293"
"10886","33556","19820"
"10887","33558","16896"
"10888","33559","11237"
"10889","33563","20730"
"10890","33565","14993"
"10891","33566","16791"
"10892","33567","9642"
"10893","33569","20134"
"10894","33570","16965"
"10895","33572","11979"
"10896","33573","12796"
"10897","33576","3070"
"10898","33578","29392"
"10899","33579","22651"
"10900","33584","21255"
"10901","33585","857"
"10902","33592","7848"
"10903","33594","28289"
"10904","33596","26874"
"10905","33597","6691"
"10906","33598","11364"
"10907","33602","5728"
"10908","33603","13707"
"10909","33604","26371"
"10910","33605","12131"
"10911","33606","8469"
"10912","33607","17270"
"10913","33609","10222"
"10914","33610","31103"
"10915","33611","19810"
"10916","33612","31353"
"10917","33613","17554"
"10918","33614","34286"
"10919","33615","33116"
"10920","33616","10055"
"10921","33617","29993"
"10922","33618","19280"
"10923","33619","24845"
"10924","33620","31"
"10925","33621","1352"
"10926","33624","30312"
"10927","33625","20474"
"10928","33626","23333"
"10929","33629","18059"
"10930","33634","16400"
"10931","33635","12159"
"10932","33637","10782"
"10933","33647","45041"
"10934","33701","6220"
"10935","33702","20764"
"10936","33703","17826"
"10937","33704","11329"
"10938","33705","18617"
"10939","33706","10333"
"10940","33707","15557"
"10941","33708","10363"
"10942","33709","17961"
"10943","33710","24302"
"10944","33711","13610"
"10945","33712","19541"
"10946","33713","20868"
"10947","33714","12604"
"10948","33715","5575"
"10949","33716","8031"
"10950","33744","0"
"10951","33755","18333"
"10952","33756","21413"
"10953","33759","12258"
"10954","33760","10271"
"10955","33761","13247"
"10956","33762","3755"
"10957","33763","11824"
"10958","33764","17598"
"10959","33765","9362"
"10960","33767","5630"
"10961","33770","17258"
"10962","33771","19611"
"10963","33772","16803"
"10964","33773","12653"
"10965","33774","13248"
"10966","33776","10370"
"10967","33777","13508"
"10968","33778","10754"
"10969","33781","18910"
"10970","33782","15501"
