"","zipcode","total_population"
"30420","92140","19"
"30421","92145","1378"
"30422","92147","2"
"30423","92154","67632"
"30424","92155","0"
"30425","92173","27062"
"30426","92201","53483"
"30427","92203","21574"
"30428","92210","3436"
"30429","92211","18162"
"30430","92220","24581"
"30431","92222","33"
"30432","92223","37303"
"30433","92225","13853"
"30434","92227","23287"
"30435","92230","2141"
"30436","92231","35974"
"30437","92233","3548"
"30438","92234","40520"
"30439","92236","38390"
"30440","92239","167"
"30441","92240","28064"
"30442","92241","6525"
"30443","92242","1076"
"30444","92243","41296"
"30445","92249","6986"
"30446","92250","7397"
"30447","92251","15498"
"30448","92252","6899"
"30449","92253","31270"
"30450","92254","11933"
"30451","92256","2540"
"30452","92257","1701"
"30453","92258","669"
"30454","92259","250"
"30455","92260","22551"
"30456","92262","15334"
"30457","92264","9845"
"30458","92266","155"
"30459","92267","100"
"30460","92268","397"
"30461","92270","11849"
"30462","92273","1647"
"30463","92274","17988"
"30464","92275","1238"
"30465","92276","6081"
"30466","92277","19503"
"30467","92278","497"
"30468","92280","6"
"30469","92281","2237"
"30470","92282","913"
"30471","92283","2570"
"30472","92284","19384"
"30473","92285","1810"
"30474","92301","27771"
"30475","92304","7"
"30476","92305","417"
"30477","92307","32149"
"30478","92308","33513"
"30479","92309","645"
"30480","92310","7131"
"30481","92311","25878"
"30482","92313","9806"
"30483","92314","8137"
"30484","92315","3794"
"30485","92316","27595"
"30486","92320","6100"
"30487","92321","1227"
"30488","92322","974"
"30489","92324","49145"
"30490","92325","7289"
"30491","92327","472"
"30492","92328","185"
"30493","92332","32"
"30494","92333","351"
"30495","92335","84235"
"30496","92336","81438"
"30497","92337","34675"
"30498","92338","7"
"30499","92339","672"
"30500","92341","312"
"30501","92342","5362"
"30502","92344","18903"
"30503","92345","68954"
"30504","92346","46425"
"30505","92347","1372"
"30506","92352","6866"
"30507","92354","16301"
"30508","92356","4966"
"30509","92358","525"
"30510","92359","6610"
"30511","92363","4084"
"30512","92364","66"
"30513","92365","2032"
"30514","92368","937"
"30515","92371","14544"
"30516","92372","5371"
"30517","92373","25875"
"30518","92374","32649"
"30519","92376","72567"
"30520","92377","18236"
"30521","92378","158"
"30522","92382","4221"
"30523","92384","17"
"30524","92385","242"
"30525","92386","1706"
"30526","92389","84"
"30527","92391","2089"
"30528","92392","49108"
"30529","92394","25955"
"30530","92395","35373"
"30531","92397","4008"
"30532","92398","1149"
"30533","92399","44075"
"30534","92401","1392"
"30535","92404","48647"
"30536","92405","24137"
"30537","92407","46305"
"30538","92408","11361"
"30539","92410","42424"
"30540","92411","22760"
"30541","92501","15139"
"30542","92503","73266"
"30543","92504","43367"
"30544","92505","40076"
"30545","92506","37034"
"30546","92507","36152"
"30547","92508","31970"
"30548","92509","65725"
"30549","92518","686"
"30550","92530","42698"
"30551","92532","16575"
"30552","92536","3115"
"30553","92539","3726"
"30554","92543","25868"
"30555","92544","37420"
"30556","92545","31709"
"30557","92548","5480"
"30558","92549","2602"
"30559","92551","28032"
"30560","92553","65210"
"30561","92555","35080"
"30562","92557","44634"
"30563","92561","1222"
"30564","92562","54744"
"30565","92563","47162"
"30566","92567","8451"
"30567","92570","47401"
"30568","92571","47919"
"30569","92582","13992"
"30570","92583","25034"
"30571","92584","38640"
"30572","92585","15528"
"30573","92586","14445"
"30574","92587","14466"
"30575","92590","3033"
"30576","92591","33490"
"30577","92592","65587"
"30578","92595","26006"
"30579","92596","21158"
"30580","92602","19374"
"30581","92603","17378"
"30582","92604","22362"
"30583","92606","17652"
"30584","92610","10075"
"30585","92612","15867"
"30586","92614","19627"
"30587","92617","3881"
"30588","92618","11490"
"30589","92620","33455"
"30590","92624","5528"
"30591","92625","8975"
"30592","92626","34635"
"30593","92627","42727"
"30594","92629","19325"
"30595","92630","48697"
"30596","92637","7987"
"30597","92646","44903"
"30598","92647","46226"
"30599","92648","32055"
"30600","92649","24853"
"30601","92651","16803"
"30602","92653","24558"
"30603","92655","6801"
"30604","92656","38956"
"30605","92657","8404"
"30606","92660","26216"
"30607","92661","2220"
"30608","92662","1764"
"30609","92663","11720"
"30610","92672","25997"
"30611","92673","26404"
"30612","92675","28695"
"30613","92676","1509"
"30614","92677","52815"
"30615","92678","366"
"30616","92679","30203"
"30617","92683","76528"
"30618","92688","37668"
"30619","92691","39983"
"30620","92692","40859"
"30621","92694","20334"
"30622","92701","44672"
"30623","92703","53531"
"30624","92704","74353"
"30625","92705","38289"
"30626","92706","31147"
"30627","92707","49636"
"30628","92708","48018"
"30629","92780","47520"
"30630","92782","19189"
"30631","92801","51916"
"30632","92802","35920"
"30633","92804","71477"
"30634","92805","58538"
"30635","92806","29829"
"30636","92807","31801"
"30637","92808","17571"
"30638","92821","30025"
"30639","92823","3331"
"30640","92831","23181"
"30641","92832","18698"
"30642","92833","45156"
"30643","92835","19835"
"30644","92840","45814"
"30645","92841","27823"
"30646","92843","39107"
"30647","92844","20907"
"30648","92845","14346"
"30649","92860","19815"
"30650","92861","5341"
"30651","92865","16278"
"30652","92866","10694"
"30653","92867","36282"
"30654","92868","16576"
"30655","92869","31420"
"30656","92870","43791"
"30657","92879","40220"
"30658","92880","53811"
"30659","92881","28443"
"30660","92882","60287"
"30661","92883","26672"
"30662","92886","41849"
"30663","92887","18318"
"30664","93001","23570"
"30665","93003","38436"
"30666","93004","24567"
"30667","93010","34915"
"30668","93012","28191"
"30669","93013","12606"
"30670","93015","15278"
"30671","93021","32196"
"30672","93022","4966"
"30673","93023","15790"
"30674","93030","50152"
"30675","93033","70897"
"30676","93035","21999"
"30677","93036","36101"
"30678","93040","1858"
"30679","93041","18643"
"30680","93042","0"
"30681","93043","79"
"30682","93060","28451"
"30683","93063","46187"
"30684","93064","36"
"30685","93065","61578"
"30686","93066","2726"
"30687","93067","529"
"30688","93101","18924"
"30689","93103","13738"
"30690","93105","16862"
"30691","93108","7909"
"30692","93109","7010"
"30693","93110","11647"
"30694","93111","13645"
"30695","93117","24972"
"30696","93201","1225"
"30697","93202","3719"
"30698","93203","18898"
"30699","93204","8003"
"30700","93205","1564"
"30701","93206","2099"
"30702","93207","198"
"30703","93208","76"
"30704","93210","11321"
"30705","93212","12221"
"30706","93215","40969"
"30707","93218","922"
"30708","93219","9447"
"30709","93220","177"
"30710","93221","13025"
"30711","93222","1649"
"30712","93223","9693"
"30713","93224","377"
"30714","93225","4020"
"30715","93226","227"
"30716","93230","55729"
"30717","93234","6178"
"30718","93235","4188"
"30719","93238","1049"
"30720","93239","1497"
"30721","93240","4403"
"30722","93241","15300"
"30723","93242","3141"
"30724","93243","1409"
"30725","93244","437"
"30726","93245","30854"
"30727","93247","15802"
"30728","93249","2406"
"30729","93250","11396"
"30730","93251","231"
"30731","93252","1505"
"30732","93254","681"
"30733","93255","474"
"30734","93256","5182"
"30735","93257","64793"
"30736","93258","1895"
"30737","93260","160"
"30738","93261","2926"
"30739","93262","2"
"30740","93263","17319"
"30741","93265","3024"
"30742","93266","1455"
"30743","93267","5685"
"30744","93268","13363"
"30745","93270","5261"
"30746","93271","1736"
"30747","93272","3273"
"30748","93274","61183"
"30749","93276","138"
"30750","93277","41739"
"30751","93280","19437"
"30752","93283","1553"
"30753","93285","1734"
"30754","93286","8603"
"30755","93287","104"
"30756","93291","44602"
"30757","93292","33398"
"30758","93301","8600"
"30759","93304","40751"
"30760","93305","30749"
"30761","93306","55982"
"30762","93307","73383"
"30763","93308","40960"
"30764","93309","46539"
"30765","93311","35603"
"30766","93312","50486"
"30767","93313","39498"
"30768","93314","20475"
"30769","93401","16015"
"30770","93402","10982"
"30771","93405","9254"
"30772","93410","0"
"30773","93420","23071"
"30774","93422","24303"
"30775","93424","861"
"30776","93426","1008"
"30777","93427","4622"
"30778","93428","4807"
"30779","93429","115"
"30780","93430","2123"
"30781","93432","1130"
"30782","93433","9887"
"30783","93434","6388"
"30784","93436","42191"
"30785","93437","2899"
"30786","93440","1754"
"30787","93441","1032"
"30788","93442","7426"
"30789","93444","16789"
"30790","93445","5712"
"30791","93446","36112"
"30792","93449","5303"
"30793","93450","662"
"30794","93451","3164"
"30795","93452","409"
"30796","93453","2212"
"30797","93454","29667"
"30798","93455","35512"
"30799","93458","47196"
"30800","93460","4296"
"30801","93461","1377"
"30802","93463","6144"
"30803","93465","7834"
"30804","93501","4362"
"30805","93505","9490"
"30806","93510","6823"
"30807","93512","212"
"30808","93513","1373"
"30809","93514","10726"
"30810","93516","1802"
"30811","93517","516"
"30812","93518","887"
"30813","93519","70"
"30814","93522","25"
"30815","93523","2790"
"30816","93524","0"
"30817","93526","457"
"30818","93527","1895"
"30819","93528","102"
"30820","93529","458"
"30821","93530","30"
"30822","93531","439"
"30823","93532","2137"
"30824","93534","30036"
"30825","93535","61945"
"30826","93536","56099"
"30827","93541","348"
"30828","93543","11373"
"30829","93544","947"
"30830","93545","1598"
"30831","93546","6477"
"30832","93549","274"
"30833","93550","65916"
"30834","93551","45560"
"30835","93552","34834"
"30836","93553","1713"
"30837","93554","36"
"30838","93555","26313"
"30839","93558","73"
"30840","93560","16005"
"30841","93561","24385"
"30842","93562","1425"
"30843","93563","212"
"30844","93591","6359"
"30845","93592","45"
"30846","93601","1597"
"30847","93602","3157"
"30848","93603","159"
"30849","93604","491"
"30850","93605","151"
"30851","93606","1140"
"30852","93608","1018"
"30853","93609","5095"
"30854","93610","14325"
"30855","93611","40220"
"30856","93612","27428"
"30857","93614","10021"
"30858","93615","5348"
"30859","93616","2376"
"30860","93618","25056"
"30861","93619","26421"
"30862","93620","8549"
"30863","93621","367"
"30864","93622","8838"
"30865","93623","44"
"30866","93624","949"
"30867","93625","6392"
"30868","93626","1139"
"30869","93627","120"
"30870","93628","234"
"30871","93630","17344"
"30872","93631","14112"
"30873","93633","17"
"30874","93634","31"
"30875","93635","34403"
"30876","93636","10754"
"30877","93637","33091"
"30878","93638","42101"
"30879","93640","10124"
"30880","93641","375"
"30881","93643","2587"
"30882","93644","6835"
"30883","93645","274"
"30884","93646","9728"
"30885","93647","10668"
"30886","93648","14237"
"30887","93650","3335"
"30888","93651","1486"
"30889","93652","374"
"30890","93653","1031"
"30891","93654","26388"
"30892","93656","5795"
"30893","93657","31084"
"30894","93660","4425"
"30895","93662","26748"
"30896","93664","490"
"30897","93665","433"
"30898","93666","609"
"30899","93667","2294"
"30900","93668","1000"
"30901","93669","230"
"30902","93673","626"
"30903","93675","3126"
"30904","93701","10450"
"30905","93702","42567"
"30906","93703","26831"
"30907","93704","20660"
"30908","93705","30435"
"30909","93706","34771"
"30910","93710","20419"
"30911","93711","29375"
"30912","93720","36791"
"30913","93721","2284"
"30914","93722","66622"
"30915","93723","8535"
"30916","93725","22317"
"30917","93726","31615"
"30918","93727","61370"
"30919","93728","11461"
"30920","93730","8788"
"30921","93901","20801"
"30922","93905","53437"
"30923","93906","50860"
"30924","93907","18832"
"30925","93908","11664"
"30926","93920","786"
"30927","93921","2113"
"30928","93923","8729"
"30929","93924","4852"
"30930","93925","1562"
"30931","93926","8056"
"30932","93927","15681"
"30933","93928","195"
"30934","93930","13735"
"30935","93932","480"
"30936","93933","16754"
"30937","93940","19924"
"30938","93943","3"
"30939","93950","10470"
"30940","93953","3418"
"30941","93954","272"
"30942","93955","26491"
"30943","93960","15561"
"30944","93962","584"
"30945","94002","20337"
"30946","94005","3122"
"30947","94010","32697"
"30948","94014","38772"
"30949","94015","49539"
"30950","94019","14888"
"30951","94020","1071"
"30952","94021","114"
"30953","94022","16076"
"30954","94024","20201"
"30955","94025","30913"
"30956","94027","5919"
"30957","94028","5575"
"30958","94030","18061"
"30959","94037","2383"
"30960","94038","2421"
"30961","94040","24256"
"30962","94041","8897"
"30963","94043","20219"
"30964","94044","30270"
"30965","94060","1096"
"30966","94061","28363"
"30967","94062","20920"
"30968","94063","23636"
"30969","94065","9249"
"30970","94066","33228"
"30971","94070","24014"
"30972","94074","168"
"30973","94080","53277"
"30974","94085","16420"
"30975","94086","34973"
"30976","94087","45863"
"30977","94089","15076"
"30978","94102","11084"
"30979","94103","10534"
"30980","94104","253"
"30981","94105","2474"
"30982","94107","12772"
"30983","94108","7391"
"30984","94109","20406"
"30985","94110","37542"
"30986","94111","1814"
"30987","94112","62237"
"30988","94114","12596"
"30989","94115","15495"
"30990","94116","33808"
"30991","94117","14203"
"30992","94118","23191"
"30993","94121","28912"
"30994","94122","37373"
"30995","94123","9839"
"30996","94124","27456"
"30997","94127","14882"
"30998","94128","0"
"30999","94129","1792"
"31000","94130","1206"
"31001","94131","15086"
"31002","94132","17036"
"31003","94133","14986"
"31004","94134","34027"
"31005","94158","1985"
"31006","94301","11988"
"31007","94303","38133"
"31008","94304","2264"
"31009","94305","3447"
"31010","94306","20939"
"31011","94401","24362"
"31012","94402","19576"
"31013","94403","30924"
"31014","94404","27600"
"31015","94501","44157"
"31016","94502","11731"
"31017","94503","17620"
"31018","94505","11686"
"31019","94506","20685"
"31020","94507","13647"
"31021","94508","2137"
"31022","94509","51985"
"31023","94510","22475"
"31024","94511","1438"
"31025","94512","79"
"31026","94513","48526"
"31027","94514","1092"
"31028","94515","5255"
"31029","94516","162"
"31030","94517","10867"
"31031","94518","21029"
"31032","94519","14715"
"31033","94520","28043"
"31034","94521","34345"
"31035","94523","24849"
"31036","94525","2171"
"31037","94526","27169"
"31038","94528","889"
"31039","94530","17696"
"31040","94531","36294"
"31041","94533","56982"
"31042","94534","32102"
"31043","94535","2826"
"31044","94536","58539"
"31045","94538","50595"
"31046","94539","46550"
"31047","94541","47743"
"31048","94542","8959"
"31049","94544","60886"
"31050","94545","25651"
"31051","94546","34104"
"31052","94547","21300"
"31053","94548","332"
"31054","94549","22947"
"31055","94550","39823"
"31056","94551","30522"
"31057","94552","13121"
"31058","94553","35841"
"31059","94555","31170"
"31060","94556","12766"
"31061","94558","53310"
"31062","94559","20355"
"31063","94560","37222"
"31064","94561","32109"
"31065","94563","15792"
"31066","94564","15439"
"31067","94565","72392"
"31068","94566","35325"
"31069","94567","501"
"31070","94568","33863"
"31071","94569","124"
"31072","94571","6256"
"31073","94572","7464"
"31074","94573","76"
"31075","94574","6604"
"31076","94575","0"
"31077","94576","105"
"31078","94577","36494"
"31079","94578","29789"
"31080","94579","17969"
"31081","94580","23498"
"31082","94582","34591"
"31083","94583","29904"
"31084","94585","24508"
"31085","94586","751"
"31086","94587","61520"
"31087","94588","27259"
"31088","94589","25120"
"31089","94590","25774"
"31090","94591","44441"
"31091","94592","552"
"31092","94595","9803"
"31093","94596","13877"
"31094","94597","13837"
"31095","94598","21536"
"31096","94599","1328"
"31097","94601","39757"
"31098","94602","21091"
"31099","94603","26435"
"31100","94605","30117"
"31101","94606","25958"
"31102","94607","15782"
"31103","94608","15286"
"31104","94609","10666"
"31105","94610","16727"
"31106","94611","25468"
"31107","94612","6026"
"31108","94613","25"
"31109","94618","10735"
"31110","94619","17622"
"31111","94621","24880"
"31112","94702","9883"
"31113","94703","11195"
"31114","94704","3314"
"31115","94705","7490"
"31116","94706","15688"
"31117","94707","9228"
"31118","94708","8148"
"31119","94709","3627"
"31120","94710","4411"
"31121","94720","244"
"31122","94801","23478"
"31123","94803","20633"
"31124","94804","30344"
"31125","94805","10758"
"31126","94806","49205"
"31127","94850","0"
"31128","94901","27833"
"31129","94903","21051"
"31130","94904","8983"
"31131","94920","10078"
"31132","94922","308"
"31133","94923","998"
"31134","94924","924"
"31135","94925","7539"
"31136","94928","29242"
"31137","94929","190"
"31138","94930","6056"
"31139","94931","6098"
"31140","94933","645"
"31141","94937","578"
"31142","94938","566"
"31143","94939","4842"
"31144","94940","187"
"31145","94941","23220"
"31146","94945","13809"
"31147","94946","533"
"31148","94947","19281"
"31149","94949","13493"
"31150","94950","59"
"31151","94951","3192"
"31152","94952","24501"
"31153","94954","30988"
"31154","94956","1227"
"31155","94957","1188"
"31156","94960","12430"
"31157","94963","458"
"31158","94964","182"
"31159","94965","6448"
"31160","94970","433"
"31161","94971","228"
"31162","94972","29"
"31163","94973","1021"
"31164","95002","1813"
"31165","95003","18313"
"31166","95004","3386"
"31167","95005","4883"
"31168","95006","6542"
"31169","95007","501"
"31170","95008","34090"
"31171","95010","5814"
"31172","95012","9173"
"31173","95013","60"
"31174","95014","53553"
"31175","95017","511"
"31176","95018","5601"
"31177","95019","6689"
"31178","95020","49211"
"31179","95023","43164"
"31180","95030","10353"
"31181","95032","20272"
"31182","95033","7578"
"31183","95035","56460"
"31184","95037","39438"
"31185","95039","1120"
"31186","95041","120"
"31187","95043","495"
"31188","95045","3348"
"31189","95046","5379"
"31190","95050","25282"
"31191","95051","44350"
"31192","95053","20"
"31193","95054","18704"
"31194","95060","25485"
"31195","95062","23007"
"31196","95064","724"
"31197","95065","6102"
"31198","95066","11880"
"31199","95070","27689"
"31200","95073","7613"
"31201","95075","291"
"31202","95076","70080"
"31203","95110","11887"
"31204","95111","50592"
"31205","95112","32600"
"31206","95113","361"
"31207","95116","42696"
"31208","95117","23144"
"31209","95118","26733"
"31210","95119","8761"
"31211","95120","34916"
"31212","95121","33134"
"31213","95122","47912"
"31214","95123","52623"
"31215","95124","40042"
"31216","95125","40059"
"31217","95126","21493"
"31218","95127","52112"
"31219","95128","25191"
"31220","95129","33234"
"31221","95130","11688"
"31222","95131","24637"
"31223","95132","35793"
"31224","95133","22070"
"31225","95134","11164"
"31226","95135","17840"
"31227","95136","35868"
"31228","95138","17169"
"31229","95139","5915"
"31230","95140","150"
"31231","95148","41643"
"31232","95202","3692"
"31233","95203","11595"
"31234","95204","21012"
"31235","95205","32450"
"31236","95206","58067"
"31237","95207","37345"
"31238","95209","34210"
"31239","95210","33869"
"31240","95211","38"
"31241","95212","23021"
"31242","95215","19762"
"31243","95219","23005"
"31244","95220","6363"
"31245","95222","4216"
"31246","95223","3687"
"31247","95224","313"
"31248","95225","555"
"31249","95226","63"
"31250","95227","795"
"31251","95228","3324"
"31252","95230","614"
"31253","95231","2207"
"31254","95232","238"
"31255","95233","344"
"31256","95234","62"
"31257","95236","3767"
"31258","95237","2700"
"31259","95240","38368"
"31260","95242","21355"
"31261","95245","1755"
"31262","95246","1227"
"31263","95247","3332"
"31264","95248","223"
"31265","95249","2811"
"31266","95250","58"
"31267","95251","631"
"31268","95252","11628"
"31269","95254","405"
"31270","95255","1598"
"31271","95257","300"
"31272","95258","3538"
"31273","95301","31416"
"31274","95303","797"
"31275","95304","10767"
"31276","95305","187"
"31277","95306","835"
"31278","95307","37772"
"31279","95310","1413"
"31280","95311","1724"
"31281","95312","239"
"31282","95313","1196"
"31283","95314","0"
"31284","95315","11845"
"31285","95316","5907"
"31286","95317","728"
"31287","95318","334"
"31288","95319","1337"
"31289","95320","11295"
"31290","95321","2859"
"31291","95322","7834"
"31292","95323","1151"
"31293","95324","6506"
"31294","95325","68"
"31295","95326","8496"
"31296","95327","4679"
"31297","95328","3588"
"31298","95329","2094"
"31299","95330","16063"
"31300","95333","2699"
"31301","95334","14223"
"31302","95335","398"
"31303","95336","36396"
"31304","95337","27404"
"31305","95338","8662"
"31306","95340","26754"
"31307","95341","28633"
"31308","95345","536"
"31309","95346","975"
"31310","95348","24627"
"31311","95350","39795"
"31312","95351","40178"
"31313","95354","19518"
"31314","95355","48499"
"31315","95356","26130"
"31316","95357","10235"
"31317","95358","27214"
"31318","95360","10412"
"31319","95361","27011"
"31320","95363","22546"
"31321","95364","48"
"31322","95365","4487"
"31323","95366","14642"
"31324","95367","20637"
"31325","95368","12362"
"31326","95369","909"
"31327","95370","20207"
"31328","95372","1621"
"31329","95374","1742"
"31330","95375","75"
"31331","95376","43295"
"31332","95377","28740"
"31333","95379","3052"
"31334","95380","34798"
"31335","95382","30245"
"31336","95383","3143"
"31337","95385","343"
"31338","95386","8831"
"31339","95387","585"
"31340","95388","11813"
"31341","95389","379"
"31342","95391","9053"
"31343","95401","27494"
"31344","95403","34011"
"31345","95404","29018"
"31346","95405","15974"
"31347","95407","30792"
"31348","95409","20259"
"31349","95410","576"
"31350","95412","301"
"31351","95415","1283"
"31352","95417","199"
"31353","95420","229"
"31354","95421","1025"
"31355","95422","10846"
"31356","95423","2676"
"31357","95425","8738"
"31358","95426","1674"
"31359","95427","332"
"31360","95428","1884"
"31361","95429","43"
"31362","95430","33"
"31363","95431","0"
"31364","95432","305"
"31365","95435","77"
"31366","95436","3704"
"31367","95437","10522"
"31368","95439","541"
"31369","95441","1531"
"31370","95442","2295"
"31371","95443","133"
"31372","95444","553"
"31373","95445","1537"
"31374","95446","2650"
"31375","95448","12953"
"31376","95449","1138"
"31377","95450","268"
"31378","95451","8826"
"31379","95452","1034"
"31380","95453","8403"
"31381","95454","1826"
"31382","95456","458"
"31383","95457","2088"
"31384","95458","2034"
"31385","95459","366"
"31386","95460","1508"
"31387","95461","2412"
"31388","95462","762"
"31389","95463","108"
"31390","95464","1895"
"31391","95465","1376"
"31392","95466","681"
"31393","95467","4669"
"31394","95468","888"
"31395","95469","1384"
"31396","95470","4940"
"31397","95471","253"
"31398","95472","21032"
"31399","95476","26741"
"31400","95482","24072"
"31401","95485","1896"
"31402","95486","21"
"31403","95488","189"
"31404","95490","10058"
"31405","95492","24262"
"31406","95493","145"
"31407","95494","96"
"31408","95497","977"
"31409","95501","14269"
"31410","95503","17825"
"31411","95511","239"
"31412","95514","185"
"31413","95519","13088"
"31414","95521","9192"
"31415","95524","1333"
"31416","95525","1224"
"31417","95526","250"
"31418","95527","457"
"31419","95528","927"
"31420","95531","16444"
"31421","95536","2245"
"31422","95537","139"
"31423","95540","10560"
"31424","95542","1525"
"31425","95543","549"
"31426","95545","86"
"31427","95546","2878"
"31428","95547","1027"
"31429","95548","903"
"31430","95549","622"
"31431","95550","102"
"31432","95551","1332"
"31433","95552","486"
"31434","95553","742"
"31435","95554","346"
"31436","95555","255"
"31437","95556","415"
"31438","95558","266"
"31439","95559","105"
"31440","95560","1033"
"31441","95562","2589"
"31442","95563","495"
"31443","95564","265"
"31444","95565","877"
"31445","95567","1537"
"31446","95568","97"
"31447","95569","198"
"31448","95570","1784"
"31449","95571","195"
"31450","95573","1208"
"31451","95585","342"
"31452","95587","148"
"31453","95589","996"
"31454","95595","179"
"31455","95601","145"
"31456","95602","14401"
"31457","95603","20610"
"31458","95604","57"
"31459","95605","11462"
"31460","95606","158"
"31461","95607","345"
"31462","95608","44522"
"31463","95610","33780"
"31464","95612","1092"
"31465","95614","3288"
"31466","95615","626"
"31467","95616","20815"
"31468","95618","18171"
"31469","95619","3895"
"31470","95620","18088"
"31471","95621","31322"
"31472","95623","3138"
"31473","95624","55624"
"31474","95625","114"
"31475","95626","5198"
"31476","95627","3054"
"31477","95628","31888"
"31478","95629","682"
"31479","95630","55034"
"31480","95631","5151"
"31481","95632","25764"
"31482","95633","2742"
"31483","95634","2520"
"31484","95635","986"
"31485","95636","909"
"31486","95637","310"
"31487","95638","1951"
"31488","95639","233"
"31489","95640","5966"
"31490","95641","1421"
"31491","95642","5378"
"31492","95645","1755"
"31493","95646","79"
"31494","95648","40411"
"31495","95650","10779"
"31496","95651","467"
"31497","95652","462"
"31498","95653","477"
"31499","95655","3740"
"31500","95658","5327"
"31501","95659","574"
"31502","95660","25502"
"31503","95661","23855"
"31504","95662","25859"
"31505","95663","2063"
"31506","95664","1128"
"31507","95665","3557"
"31508","95666","4248"
"31509","95667","29012"
"31510","95668","705"
"31511","95669","2014"
"31512","95670","42343"
"31513","95672","4252"
"31514","95673","13005"
"31515","95674","802"
"31516","95675","293"
"31517","95677","18961"
"31518","95678","32386"
"31519","95679","35"
"31520","95680","132"
"31521","95681","1060"
"31522","95682","24963"
"31523","95683","5362"
"31524","95684","2770"
"31525","95685","3638"
"31526","95686","1220"
"31527","95687","47214"
"31528","95688","29289"
"31529","95689","1008"
"31530","95690","2073"
"31531","95691","28007"
"31532","95692","4152"
"31533","95693","5973"
"31534","95694","7983"
"31535","95695","30898"
"31536","95697","369"
"31537","95698","200"
"31538","95699","125"
"31539","95701","805"
"31540","95703","642"
"31541","95709","3982"
"31542","95713","7654"
"31543","95714","290"
"31544","95715","75"
"31545","95717","176"
"31546","95720","119"
"31547","95721","16"
"31548","95722","3979"
"31549","95724","3"
"31550","95726","7221"
"31551","95728","243"
"31552","95735","48"
"31553","95736","130"
"31554","95742","6919"
"31555","95746","19628"
"31556","95747","44795"
"31557","95757","35107"
"31558","95758","52702"
"31559","95762","35539"
"31560","95765","29197"
"31561","95776","19062"
"31562","95811","2449"
"31563","95814","2209"
"31564","95815","18200"
"31565","95816","6247"
"31566","95817","8350"
"31567","95818","13428"
"31568","95819","10738"
"31569","95820","26851"
"31570","95821","24345"
"31571","95822","34193"
"31572","95823","62959"
"31573","95824","25375"
"31574","95825","17611"
"31575","95826","25710"
"31576","95827","15741"
"31577","95828","50051"
"31578","95829","22314"
"31579","95830","842"
"31580","95831","32037"
"31581","95832","10419"
"31582","95833","28343"
"31583","95834","20308"
"31584","95835","29678"
"31585","95837","273"
"31586","95838","31098"
"31587","95841","14101"
"31588","95842","25872"
"31589","95843","39897"
"31590","95864","18069"
"31591","95901","24897"
"31592","95903","1305"
"31593","95910","60"
"31594","95912","4216"
"31595","95914","456"
"31596","95915","25"
"31597","95916","1065"
"31598","95917","2733"
"31599","95918","1994"
"31600","95919","1077"
"31601","95920","229"
"31602","95922","487"
"31603","95923","41"
"31604","95925","240"
"31605","95926","21299"
"31606","95928","21866"
"31607","95930","43"
"31608","95932","6503"
"31609","95934","209"
"31610","95935","464"
"31611","95936","248"
"31612","95937","1265"
"31613","95938","3226"
"31614","95939","400"
"31615","95941","438"
"31616","95942","1041"
"31617","95943","725"
"31618","95944","30"
"31619","95945","18084"
"31620","95946","8133"
"31621","95947","1443"
"31622","95948","9168"
"31623","95949","16174"
"31624","95950","481"
"31625","95951","2350"
"31626","95953","9121"
"31627","95954","9796"
"31628","95955","1291"
"31629","95956","292"
"31630","95957","627"
"31631","95959","13326"
"31632","95960","546"
"31633","95961","23028"
"31634","95962","1193"
"31635","95963","13190"
"31636","95965","15613"
"31637","95966","24108"
"31638","95968","1171"
"31639","95969","20339"
"31640","95970","439"
"31641","95971","4212"
"31642","95973","24698"
"31643","95974","6"
"31644","95975","1394"
"31645","95977","1395"
"31646","95978","109"
"31647","95979","411"
"31648","95981","71"
"31649","95982","2810"
"31650","95983","315"
"31651","95984","88"
"31652","95986","70"
"31653","95987","5303"
"31654","95988","7197"
"31655","95991","33258"
"31656","95993","31658"
"31657","96001","25646"
"31658","96002","26140"
"31659","96003","33160"
"31660","96006","438"
"31661","96007","18290"
"31662","96008","1045"
"31663","96009","471"
"31664","96010","185"
"31665","96011","127"
"31666","96013","3255"
"31667","96014","161"
"31668","96015","238"
"31669","96016","316"
"31670","96017","124"
"31671","96019","7995"
"31672","96020","1882"
"31673","96021","13444"
"31674","96022","13471"
"31675","96023","997"
"31676","96024","852"
"31677","96025","1576"
"31678","96027","1802"
"31679","96028","1185"
"31680","96029","106"
"31681","96031","95"
"31682","96032","1801"
"31683","96033","334"
"31684","96034","232"
"31685","96035","2812"
"31686","96037","256"
"31687","96038","451"
"31688","96039","891"
"31689","96040","278"
"31690","96041","1910"
"31691","96044","784"
"31692","96046","182"
"31693","96047","781"
"31694","96048","550"
"31695","96049","65"
"31696","96050","276"
"31697","96051","831"
"31698","96052","1000"
"31699","96054","308"
"31700","96055","3135"
"31701","96056","1363"
"31702","96057","1009"
"31703","96058","618"
"31704","96059","536"
"31705","96061","28"
"31706","96062","980"
"31707","96063","93"
"31708","96064","3602"
"31709","96065","270"
"31710","96067","5235"
"31711","96068","85"
"31712","96069","792"
"31713","96071","93"
"31714","96073","3643"
"31715","96074","118"
"31716","96075","207"
"31717","96076","97"
"31718","96080","22721"
"31719","96084","461"
"31720","96085","54"
